Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Australia,Fruits,09/19/2014,923312698,C,Asia-Pacific,Offline,09/23/2014,50459.63,71822.66,7657
Saudi Arabia,Cereal,07/05/2016,707281100,L,Middle East and Africa,Online,08/20/2016,700515.75,1283543.67,6213
India,Household,07/07/2017,594158268,M,Asia-Pacific,Offline,07/22/2017,1983108.3,5326084.24,7682
United States,Baby Food,09/27/2013,841518482,L,North America,Online,11/15/2013,83021.1,435530.25,1695
India,Beverages,10/16/2015,340028091,H,Asia-Pacific,Online,10/23/2015,302975.4,441478.44,9308
Spain,Snacks,06/10/2015,748315285,L,Europe,Online,07/29/2015,497019.6,685934.48,3388
Mexico,Beverages,03/01/2011,159757124,M,North America,Online,03/31/2011,16523.55,23731.54,503
Canada,Household,08/20/2012,806693185,C,North America,Online,08/25/2012,1128137.64,2969221.96,4364
Canada,Cereal,08/04/2011,686994280,H,North America,Online,08/19/2011,457869.75,851738.81,4043
Sweden,Meat,06/27/2017,520036225,L,Europe,Offline,07/30/2017,4108816.14,6179061.46,9746
Saudi Arabia,Meat,08/30/2011,111832249,C,Middle East and Africa,Offline,08/31/2011,1992439.44,2976469.65,4743
India,Snacks,12/23/2013,109792590,C,Asia-Pacific,Online,12/25/2013,1230289.72,1648100.52,7766
Netherlands,Office Supplies,12/02/2017,477814318,M,Europe,Offline,12/29/2017,4269595.05,5624866.8,8505
Australia,Vegetables,05/20/2017,619416877,M,Asia-Pacific,Offline,06/13/2017,570198.0,1043986.66,6554
South Africa,Personal Care,06/15/2011,763008755,M,Middle East and Africa,Offline,07/10/2011,577509.75,784536.03,9747
Saudi Arabia,Baby Food,08/07/2012,447526614,H,Middle East and Africa,Online,08/13/2012,87308.0,478142.4,1840
Italy,Beverages,09/17/2014,905236512,M,Europe,Offline,10/04/2014,35815.1,50820.68,1114
Canada,Fruits,08/08/2013,716091216,H,North America,Online,08/14/2013,51053.76,73072.56,7464
Italy,Cosmetics,08/12/2017,973851617,C,Europe,Offline,08/15/2017,969215.24,1602699.42,3794
Germany,Personal Care,04/13/2012,538116049,H,Europe,Online,04/18/2012,141477.8,193553.16,2402
Canada,Cereal,04/29/2012,699896664,C,North America,Online,05/04/2012,920680.32,1593817.75,7861
Germany,Meat,10/18/2010,208354512,C,Europe,Offline,10/23/2010,560500.8,861989.4,1380
Canada,Clothes,04/03/2010,855133973,H,North America,Offline,04/11/2010,181110.15,516709.44,4849
India,Cereal,12/29/2015,636921386,L,Asia-Pacific,Online,02/15/2016,491668.75,870121.9,4055
Australia,Personal Care,07/15/2016,552480926,H,Asia-Pacific,Online,07/27/2016,253693.86,343505.19,4409
Japan,Fruits,04/16/2012,166924725,H,Asia-Pacific,Online,04/29/2012,39655.0,52140.0,5500
Sweden,Beverages,10/17/2010,692088353,H,Europe,Offline,10/28/2010,322245.0,489951.0,9900
United Arab Emirates,Cosmetics,05/26/2010,612811141,H,Middle East and Africa,Online,06/07/2010,2155253.44,3624350.4,8416
Japan,Baby Food,03/14/2012,693238019,H,Asia-Pacific,Online,03/27/2012,305077.65,1650425.25,6315
Saudi Arabia,Household,10/27/2014,761052590,C,Middle East and Africa,Online,10/31/2014,2197282.14,6045484.36,9103
Singapore,Clothes,08/26/2010,543525682,L,Asia-Pacific,Offline,10/02/2010,134116.38,405430.93,3901
United States,Vegetables,11/10/2010,437290100,M,North America,Online,11/26/2010,196645.12,327944.96,2176
Japan,Cosmetics,05/15/2015,321041522,M,Asia-Pacific,Offline,06/02/2015,342446.86,619750.46,1358
Egypt,Clothes,02/11/2014,387263790,C,Middle East and Africa,Offline,02/16/2014,181898.2,521219.6,4895
India,Baby Food,11/29/2017,247243809,L,Asia-Pacific,Offline,01/28/2018,374343.06,1998028.86,8066
Spain,Vegetables,03/06/2014,797833491,M,Europe,Online,03/25/2014,65457.36,107941.44,687
Saudi Arabia,Baby Food,01/12/2013,190723988,C,Middle East and Africa,Online,01/15/2013,456665.3,2566965.31,9737
Canada,Personal Care,03/19/2010,507299242,C,North America,Offline,03/23/2010,360752.7,508830.96,6402
Turkey,Household,05/09/2010,910114659,H,Europe,Offline,05/22/2010,1515597.2,4033494.66,5798
Singapore,Personal Care,10/28/2013,907884127,M,Asia-Pacific,Online,11/25/2013,413950.08,605473.92,7104
United States,Office Supplies,12/31/2015,657178442,C,North America,Offline,01/04/2016,3724655.88,4618469.04,7044
Japan,Household,06/25/2011,191844510,C,Asia-Pacific,Online,06/26/2011,1211849.1,3281130.18,4698
Belgium,Cosmetics,06/08/2010,940123824,L,Europe,Offline,07/27/2010,1192756.17,2040026.88,4593
United States,Cosmetics,01/03/2012,139732482,L,North America,Offline,02/16/2012,1925012.22,3193222.13,7681
Australia,Snacks,08/28/2010,168766169,M,Asia-Pacific,Offline,09/14/2010,734344.56,991578.09,4629
United Arab Emirates,Cosmetics,07/21/2015,763518015,L,Middle East and Africa,Offline,08/24/2015,1020623.76,1613653.76,3826
United States,Beverages,09/04/2017,870256962,H,North America,Online,09/17/2017,234340.56,331177.92,7314
United Kingdom,Vegetables,03/08/2010,352003839,L,Europe,Offline,04/28/2010,537665.7,865977.45,5889
India,Beverages,09/25/2015,990279988,C,Asia-Pacific,Online,09/26/2015,122844.7,190259.96,3982
Saudi Arabia,Snacks,08/10/2011,538234355,C,Middle East and Africa,Offline,08/11/2011,840444.5,1145208.5,5450
Australia,Cosmetics,02/17/2014,127418311,H,Asia-Pacific,Online,02/22/2014,1336220.9,2214596.65,4865
Mexico,Clothes,05/30/2012,509191906,L,North America,Offline,07/11/2012,329507.36,1077940.5,9646
United States,Clothes,12/02/2015,440311040,C,North America,Online,12/03/2015,285381.58,858261.0,7838
Japan,Personal Care,09/08/2013,223927974,L,Asia-Pacific,Online,10/15/2013,332494.2,483726.6,6030
Sweden,Vegetables,11/23/2010,801507664,C,Europe,Offline,11/26/2010,844476.36,1489296.9,9282
United Arab Emirates,Meat,05/21/2016,823814870,C,Middle East and Africa,Online,05/23/2016,3662346.04,5781915.56,8908
Ireland,Cosmetics,07/09/2013,259341757,L,Europe,Offline,08/11/2013,374420.2,627697.7,1435
United Arab Emirates,Cereal,11/15/2011,604508620,C,Middle East and Africa,Online,11/16/2011,795577.72,1439053.56,6958
United States,Baby Food,09/27/2017,516734375,C,North America,Online,09/29/2017,59240.16,342986.4,1296
Egypt,Cereal,12/26/2017,461464967,C,Middle East and Africa,Online,12/29/2017,236160.0,435379.0,2050
Mexico,Baby Food,01/13/2015,913531298,H,North America,Offline,01/24/2015,362870.12,1894183.52,7468
United Arab Emirates,Vegetables,09/16/2011,586971074,M,Middle East and Africa,Online,10/01/2011,901646.72,1539813.76,9824
Egypt,Meat,02/01/2011,655852128,M,Middle East and Africa,Offline,02/23/2011,2095823.31,2959633.98,4971
Egypt,Fruits,01/01/2012,884889041,C,Middle East and Africa,Offline,01/03/2012,5619.18,7515.85,787
Poland,Office Supplies,02/12/2011,622521131,L,Europe,Offline,03/25/2011,2418268.4,3037800.74,4766
United Arab Emirates,Cereal,10/18/2016,251400959,L,Middle East and Africa,Offline,12/11/2016,224383.04,384362.56,1838
United States,Office Supplies,09/17/2016,624378881,M,North America,Online,10/03/2016,4713040.8,5646883.84,8944
Canada,Clothes,12/28/2014,217698079,L,North America,Offline,02/12/2015,80244.01,231955.68,2167
Canada,Household,12/22/2010,479805207,C,North America,Offline,12/24/2010,1194637.5,2995987.68,4662
Mexico,Clothes,10/04/2011,650662174,H,North America,Offline,10/17/2011,196013.76,619311.74,5594
Mexico,Vegetables,11/11/2014,809883387,L,North America,Online,12/14/2014,771292.8,1376524.8,8640
Mexico,Snacks,07/15/2011,310107983,H,North America,Online,07/29/2011,991182.38,1297380.45,6263
Australia,Cereal,07/28/2015,654379588,C,Asia-Pacific,Online,07/31/2015,256577.22,482138.37,2259
United Kingdom,Household,04/03/2016,838714681,H,Europe,Offline,04/17/2016,899076.36,2241274.2,3516
Australia,Snacks,06/07/2015,817233555,M,Asia-Pacific,Offline,06/27/2015,791424.48,1109037.6,5016
South Africa,Snacks,02/04/2016,910633311,C,Middle East and Africa,Offline,02/08/2016,723314.8,1011959.0,4940
Australia,Meat,06/06/2017,809327660,L,Asia-Pacific,Online,07/19/2017,815235.31,1302044.0,1997
Canada,Vegetables,06/05/2015,412383966,C,North America,Online,06/09/2015,896523.11,1491851.06,9947
Japan,Household,12/07/2012,556554255,H,Asia-Pacific,Offline,12/22/2012,1316363.69,3653342.76,5303
Egypt,Baby Food,06/15/2012,714723307,L,Middle East and Africa,Offline,07/25/2012,39419.38,214274.06,847
Belgium,Clothes,06/14/2011,961584268,H,Europe,Offline,06/28/2011,305135.16,999022.53,8943
Saudi Arabia,Vegetables,03/14/2016,313073127,L,Middle East and Africa,Offline,04/15/2016,82536.6,137657.64,906
Belgium,Household,10/24/2011,367043613,M,Europe,Offline,11/19/2011,1373236.68,3715781.11,5531
United States,Baby Food,06/10/2015,778127557,H,North America,Offline,06/15/2015,123987.82,649400.23,2671
United Kingdom,Cosmetics,05/08/2017,191178542,H,Europe,Offline,05/19/2017,611075.79,1020303.83,2249
United States,Office Supplies,03/02/2010,519966090,C,North America,Online,03/07/2010,1303149.51,1699529.65,2587
Ireland,Cosmetics,09/30/2015,207029747,L,Europe,Offline,11/22/2015,124671.96,210298.2,483
Australia,Household,01/17/2011,854711076,L,Asia-Pacific,Offline,02/23/2011,1702628.86,4508000.12,6757
Poland,Baby Food,03/07/2014,126727441,C,Europe,Offline,03/12/2014,88490.28,482123.98,1874
United Arab Emirates,Meat,04/25/2016,189801911,L,Middle East and Africa,Offline,05/28/2016,2152500.98,3335800.54,5189
Mexico,Cereal,08/27/2016,608432490,M,North America,Offline,09/18/2016,166429.34,306739.4,1474
United Kingdom,Meat,06/29/2013,839805543,L,Europe,Offline,08/21/2013,2456803.65,3350852.75,5635
Saudi Arabia,Cosmetics,02/13/2016,595394442,M,Middle East and Africa,Offline,03/14/2016,1439948.04,2225298.2,5228
Saudi Arabia,Beverages,03/19/2014,278452642,C,Middle East and Africa,Online,03/21/2014,9922.56,15707.49,323
Sweden,Beverages,07/22/2015,687428098,H,Europe,Offline,07/29/2015,276034.5,422789.22,8694
South Africa,Baby Food,11/19/2014,499036616,L,Middle East and Africa,Online,12/28/2014,215969.96,1172577.02,4541
France,Cosmetics,10/29/2015,901831993,M,Europe,Offline,11/21/2015,2055512.25,3574875.45,7835
France,Office Supplies,07/25/2013,106015564,C,Europe,Online,07/29/2013,1538037.6,1891488.72,3036
Japan,Clothes,09/17/2013,171695888,H,Asia-Pacific,Offline,09/23/2013,39955.29,121451.31,1101
Japan,Fruits,01/29/2013,770552774,H,Asia-Pacific,Online,02/07/2013,49432.36,64800.3,7082
Egypt,Office Supplies,08/24/2016,382327116,M,Middle East and Africa,Online,09/12/2016,959744.09,1138104.56,1787
United States,Office Supplies,06/15/2016,761303833,C,North America,Offline,06/20/2016,2550593.32,3094635.72,4642
United Arab Emirates,Cereal,06/05/2012,100265072,H,Middle East and Africa,Online,06/11/2012,282325.0,513000.0,2500
India,Baby Food,10/09/2014,358527922,M,Asia-Pacific,Offline,11/08/2014,253898.09,1429821.28,5459
South Africa,Household,06/30/2013,329672688,C,Middle East and Africa,Offline,07/05/2013,1329707.46,3672706.84,5293
Turkey,Cosmetics,04/14/2016,229106501,M,Europe,Offline,05/13/2016,2182392.63,3465311.41,8129
Egypt,Cereal,03/25/2015,701074248,H,Middle East and Africa,Offline,04/09/2015,690948.72,1152504.08,5768
Poland,Fruits,03/13/2012,433279476,M,Europe,Online,04/11/2012,41737.16,53344.18,6014
India,Fruits,10/21/2016,527664933,L,Asia-Pacific,Online,11/28/2016,4555.98,6139.54,649
Mexico,Vegetables,01/05/2017,605527617,L,North America,Offline,02/05/2017,889324.38,1512618.84,9474
South Africa,Cereal,06/06/2010,857674720,C,Middle East and Africa,Online,06/09/2010,67741.96,120171.48,572
France,Beverages,08/18/2010,397939907,C,Europe,Online,08/22/2010,34975.2,55097.15,1121
Turkey,Personal Care,07/15/2017,493264998,H,Europe,Offline,07/25/2017,169361.84,236767.68,2872
Mexico,Household,09/24/2010,285311976,C,North America,Online,09/26/2010,2009311.92,5427603.72,8316
Saudi Arabia,Cosmetics,12/10/2011,466631819,M,Middle East and Africa,Offline,12/25/2011,1337809.26,2238622.66,5198
Saudi Arabia,Personal Care,04/22/2011,734740899,C,Middle East and Africa,Online,04/23/2011,179127.3,244604.4,3090
United States,Baby Food,03/01/2015,305177088,M,North America,Offline,03/18/2015,192768.68,1076505.8,4142
Spain,Baby Food,12/31/2011,996869990,C,Europe,Offline,01/03/2012,114624.0,607392.0,2400
Spain,Clothes,11/28/2012,490426698,M,Europe,Offline,12/27/2012,152440.92,477541.8,4434
Australia,Snacks,07/25/2016,853968049,M,Asia-Pacific,Online,08/21/2016,406027.16,548597.94,2651
Egypt,Snacks,11/02/2013,388782987,L,Middle East and Africa,Online,12/24/2013,1281099.61,1823376.37,8353
Mexico,Clothes,03/31/2015,777653137,L,North America,Online,05/08/2015,22970.25,67324.05,615
Sweden,Cereal,03/05/2014,446144349,C,Europe,Offline,03/10/2014,748377.36,1345959.45,6291
Mexico,Fruits,09/23/2014,300909460,H,North America,Online,10/05/2014,38020.23,54210.93,5583
Singapore,Cereal,03/31/2010,884856806,C,Asia-Pacific,Online,04/04/2010,895795.38,1589106.6,7578
South Africa,Clothes,09/27/2016,351580981,L,Middle East and Africa,Offline,11/06/2016,292058.88,857442.6,8006
Canada,Household,08/26/2016,740864045,L,North America,Offline,09/25/2016,698868.12,1941117.63,2787
Ireland,Cereal,08/09/2010,471624674,M,Europe,Offline,08/26/2010,622830.18,1024719.44,5167
South Africa,Cereal,05/21/2017,186302290,C,Middle East and Africa,Online,05/23/2017,411338.97,682046.63,3383
Italy,Clothes,09/29/2012,612544312,C,Europe,Online,10/01/2012,341061.84,992556.18,9198
Netherlands,Beverages,11/02/2017,858302352,C,Europe,Offline,11/04/2017,253402.54,384218.76,7838
Germany,Household,07/01/2011,884231079,M,Europe,Offline,07/28/2011,1421632.78,3764744.76,5459
South Africa,Office Supplies,06/24/2015,291297872,H,Middle East and Africa,Offline,07/09/2015,4855164.96,6565714.56,9708
Netherlands,Fruits,11/05/2016,248262160,L,Europe,Online,12/24/2016,47751.83,62719.81,6623
United Arab Emirates,Baby Food,11/19/2014,261863973,M,Middle East and Africa,Offline,12/06/2014,265594.7,1399383.93,5663
Singapore,Household,12/05/2012,995750327,C,Asia-Pacific,Online,12/09/2012,735982.82,2069278.86,3041
Canada,Beverages,05/10/2017,442551325,L,North America,Online,07/06/2017,220276.5,303611.64,6726
Ireland,Office Supplies,02/17/2010,556320088,C,Europe,Offline,02/21/2010,3480066.09,4156918.2,6681
India,Personal Care,04/24/2015,292027518,C,Asia-Pacific,Offline,04/27/2015,526049.1,696434.4,8865
South Africa,Snacks,01/29/2010,759835947,H,Middle East and Africa,Online,02/08/2010,1454506.41,2084997.67,9769
South Africa,Baby Food,06/13/2010,743523776,C,Middle East and Africa,Offline,06/14/2010,383798.46,1979818.59,8121
Singapore,Household,04/07/2010,118810873,L,Asia-Pacific,Offline,05/24/2010,1085467.2,2949703.38,4478
Egypt,Cosmetics,01/03/2014,190244626,H,Middle East and Africa,Online,01/08/2014,2373734.48,3752352.84,8804
United States,Vegetables,11/01/2014,362101135,M,North America,Offline,11/24/2014,548276.76,903833.26,5758
Saudi Arabia,Beverages,06/06/2010,184573132,L,Middle East and Africa,Offline,07/10/2010,55155.96,87325.88,1756
Singapore,Household,01/24/2012,225010851,C,Asia-Pacific,Online,01/27/2012,361928.22,928020.36,1398
Ireland,Cosmetics,10/14/2017,916815851,L,Europe,Online,12/08/2017,234018.0,392418.0,900
Egypt,Vegetables,08/17/2015,392787282,M,Middle East and Africa,Offline,09/02/2015,627690.46,1039807.11,6631
Canada,Clothes,05/15/2017,781672153,H,North America,Offline,05/22/2017,161081.01,507766.36,4601
India,Clothes,12/14/2017,864540259,M,Asia-Pacific,Online,01/08/2018,127555.88,397998.16,3721
South Africa,Snacks,05/03/2015,471907995,L,Middle East and Africa,Offline,07/01/2015,1340513.04,1936881.56,9236
United Arab Emirates,Meat,12/21/2015,713442972,C,Middle East and Africa,Online,12/23/2015,2671154.2,3857526.2,6490
Mexico,Meat,04/30/2012,438591692,L,North America,Online,06/22/2012,3654063.12,5358362.32,8776
South Africa,Baby Food,12/31/2016,125134519,M,Middle East and Africa,Online,01/26/2017,440901.15,2506578.7,9355
Australia,Clothes,03/31/2014,218791028,C,Asia-Pacific,Online,04/05/2014,73031.2,225462.6,2123
Japan,Cereal,12/12/2013,927317727,C,Asia-Pacific,Offline,12/14/2013,846631.8,1398193.65,6951
India,Snacks,07/11/2012,987059388,L,Asia-Pacific,Offline,09/06/2012,1024495.0,1426500.12,6718
United Arab Emirates,Cereal,01/14/2010,833743378,C,Middle East and Africa,Offline,01/19/2010,669818.87,1164255.43,5573
Canada,Personal Care,08/08/2014,765634347,C,North America,Offline,08/10/2014,32970.5,45298.5,575
Mexico,Personal Care,08/24/2013,834829245,C,North America,Online,08/29/2013,229802.1,347178.2,4195
Canada,Baby Food,10/24/2011,606987486,C,North America,Online,10/28/2011,298142.46,1528079.98,6146
Netherlands,Cereal,05/07/2010,747733667,L,Europe,Online,06/12/2010,1115619.58,1916998.98,9563
United Arab Emirates,Cereal,10/10/2016,174992570,C,Middle East and Africa,Online,10/13/2016,309151.08,569621.43,2709
Mexico,Baby Food,04/28/2014,676965985,C,North America,Offline,04/29/2014,344015.46,1837730.31,6933
Mexico,Personal Care,05/24/2015,878624463,H,North America,Offline,05/29/2015,286297.56,413524.59,4899
Canada,Household,05/24/2011,722568368,C,North America,Offline,05/25/2011,645517.74,1707605.41,2491
Mexico,Cereal,05/13/2017,325577036,L,North America,Offline,06/22/2017,295728.75,513566.5,2425
India,Fruits,12/14/2017,840016544,H,Asia-Pacific,Offline,12/26/2017,29173.9,37720.62,4109
Egypt,Meat,08/31/2016,337320065,L,Middle East and Africa,Offline,10/01/2016,974453.76,1461201.84,2394
Singapore,Vegetables,10/11/2011,416624578,L,Asia-Pacific,Offline,11/28/2011,461895.32,779737.96,5092
France,Cereal,11/19/2012,425297142,L,Europe,Offline,01/08/2013,427797.72,765918.18,3834
Ireland,Baby Food,09/15/2015,282976474,L,Europe,Offline,11/07/2015,402649.0,2212856.1,8567
Japan,Personal Care,03/29/2014,617599918,L,Asia-Pacific,Offline,05/25/2014,462955.5,682318.0,8050
Sweden,Household,11/03/2013,753523546,H,Europe,Online,11/11/2013,1256097.7,3332146.63,5167
Mexico,Clothes,02/25/2015,940833730,L,North America,Offline,04/14/2015,11080.94,33804.94,299
Italy,Fruits,01/09/2017,674187598,H,Europe,Offline,01/15/2017,38101.14,50141.76,5498
United States,Meat,11/14/2012,290514740,M,North America,Online,12/04/2012,1688919.45,2621666.5,4115
Mexico,Cosmetics,02/18/2012,425086999,L,North America,Online,04/11/2012,313204.86,481363.02,1143
United States,Clothes,03/17/2015,948273358,M,North America,Offline,04/04/2015,331057.37,928579.89,8897
United States,Meat,12/08/2010,742413041,H,North America,Offline,12/20/2010,1350303.34,2097486.08,3334
Egypt,Personal Care,04/02/2011,911258168,H,Middle East and Africa,Offline,04/14/2011,188146.47,272593.53,3291
Saudi Arabia,Cosmetics,07/11/2015,792863736,C,Middle East and Africa,Offline,07/13/2015,1445143.68,2401004.88,5484
Singapore,Office Supplies,02/01/2013,295614589,M,Asia-Pacific,Offline,02/25/2013,3687829.04,4881827.28,7309
Saudi Arabia,Fruits,10/31/2011,201541586,C,Middle East and Africa,Offline,11/02/2011,8335.4,11141.26,1174
Egypt,Snacks,03/22/2011,922937760,M,Middle East and Africa,Online,04/13/2011,537656.52,750793.28,3593
Saudi Arabia,Snacks,05/27/2016,525459446,L,Middle East and Africa,Online,07/17/2016,394510.48,543613.28,2632
France,Personal Care,10/17/2015,389247995,M,Europe,Offline,11/16/2015,574470.12,827765.04,9852
Spain,Meat,08/17/2011,438600887,L,Europe,Offline,09/25/2011,2401882.15,3585593.36,5567
Egypt,Household,01/24/2010,964760270,C,Middle East and Africa,Offline,01/28/2010,263763.14,662440.94,1006
Sweden,Cosmetics,05/04/2012,445579291,H,Europe,Online,05/19/2012,1107293.49,1853159.31,4293
South Africa,Fruits,12/04/2016,449484749,M,Middle East and Africa,Online,01/02/2017,30510.2,41704.92,4588
South Africa,Baby Food,10/20/2012,786796049,C,Middle East and Africa,Offline,10/23/2012,454635.72,2378057.22,9702
Singapore,Office Supplies,03/10/2013,448478088,L,Asia-Pacific,Offline,04/12/2013,3960100.8,5226368.4,7830
United Arab Emirates,Cereal,04/20/2016,919036478,L,Middle East and Africa,Online,05/22/2016,830866.4,1508416.0,7280
Singapore,Vegetables,10/06/2010,330653508,H,Asia-Pacific,Online,10/16/2010,569362.98,922138.14,6018
Netherlands,Meat,01/23/2014,374188326,M,Europe,Offline,02/17/2014,1442750.4,2137867.2,3360
United States,Beverages,06/12/2014,650036781,C,North America,Offline,06/16/2014,29096.24,40188.96,886
India,Personal Care,08/28/2015,781153731,C,Asia-Pacific,Online,08/31/2015,505446.74,735049.18,8927
Mexico,Beverages,12/19/2015,602990912,H,North America,Online,12/26/2015,279992.57,387256.37,8513
Germany,Snacks,03/23/2015,795612752,C,Europe,Offline,03/27/2015,401603.84,528997.93,2593
Australia,Office Supplies,07/03/2014,120263286,C,Asia-Pacific,Online,07/08/2014,2451832.65,3304385.54,4913
United States,Fruits,11/26/2012,591508883,C,North America,Online,11/28/2012,68104.96,88710.58,9674
Ireland,Fruits,08/31/2011,746308250,M,Europe,Online,09/21/2011,34531.8,45819.06,5154
United States,Office Supplies,09/03/2013,316575262,L,North America,Online,10/30/2013,2882871.7,3483511.66,5266
Japan,Household,06/08/2012,572060870,L,Asia-Pacific,Online,08/01/2012,1412809.81,4106272.71,5921
Canada,Baby Food,04/08/2014,927837480,C,North America,Online,04/09/2014,349927.2,1837117.8,7420
Saudi Arabia,Beverages,10/30/2011,484818710,M,Middle East and Africa,Online,11/20/2011,68736.49,100629.89,2071
Australia,Clothes,09/08/2015,590650359,M,Asia-Pacific,Online,10/04/2015,277267.76,833072.24,7931
United States,Household,02/14/2011,566163810,C,North America,Offline,02/17/2011,1570706.44,4147323.04,6004
Japan,Vegetables,04/15/2015,148715123,H,Asia-Pacific,Offline,04/20/2015,427892.0,736828.0,4600
Italy,Cereal,10/26/2015,165693093,H,Europe,Online,11/02/2015,286177.83,506006.7,2397
Turkey,Cosmetics,10/08/2011,262543572,L,Europe,Offline,11/20/2011,744918.24,1280741.24,2924
Netherlands,Beverages,07/31/2015,384736299,M,Europe,Online,08/21/2015,160988.72,239590.9,5114
India,Baby Food,04/12/2015,504840151,L,Asia-Pacific,Online,05/13/2015,121746.24,600476.8,2464
France,Beverages,07/01/2012,610767573,H,Europe,Offline,07/07/2012,232679.86,318312.19,6979
South Africa,Office Supplies,10/06/2016,375803064,C,Middle East and Africa,Online,10/07/2016,2724339.42,3522950.46,5202
Netherlands,Snacks,05/12/2015,239379856,L,Europe,Online,06/26/2015,1399459.05,1959242.67,9459
Italy,Snacks,07/13/2014,883864035,H,Europe,Online,07/22/2014,271338.24,379027.2,1824
Singapore,Vegetables,06/24/2011,890714563,C,Asia-Pacific,Offline,06/27/2011,629787.06,1042210.26,7014
Mexico,Household,01/17/2012,355367302,H,North America,Online,01/22/2012,619828.44,1686640.56,2442
Poland,Fruits,06/05/2015,719765375,H,Europe,Offline,06/15/2015,22263.76,30584.88,3176
South Africa,Clothes,02/14/2016,652430400,C,Middle East and Africa,Offline,02/18/2016,74541.6,225289.4,2030
Singapore,Cereal,06/20/2015,467622380,L,Asia-Pacific,Offline,08/13/2015,1060243.8,1794958.2,9093
India,Fruits,02/04/2016,219332409,C,Asia-Pacific,Online,02/06/2016,11097.77,15319.21,1649
Mexico,Vegetables,11/24/2013,189085397,L,North America,Online,01/02/2014,678889.9,1213661.28,7514
Poland,Office Supplies,08/19/2017,664331521,M,Europe,Online,09/10/2017,189909.22,248843.22,373
Ireland,Office Supplies,01/19/2016,830570612,H,Europe,Offline,01/27/2016,4464213.59,5533225.03,8797
Turkey,Snacks,01/25/2016,530433938,M,Europe,Online,02/22/2016,509070.4,760500.68,3412
Australia,Office Supplies,04/01/2015,180391570,C,Asia-Pacific,Offline,04/04/2015,1250254.7,1486982.7,2330
Singapore,Clothes,08/08/2014,966497057,H,Asia-Pacific,Online,08/15/2014,87815.35,259174.35,2455
Poland,Cereal,08/19/2016,396586682,C,Europe,Offline,08/21/2016,504937.16,821341.64,4172
Poland,Beverages,12/22/2014,225941338,M,Europe,Online,01/10/2015,150476.06,208184.69,4613
India,Snacks,05/29/2017,755020842,C,Asia-Pacific,Online,06/02/2017,786712.5,1068880.05,4995
United Arab Emirates,Beverages,06/17/2010,728115961,L,Middle East and Africa,Offline,07/29/2010,130949.6,202637.65,4285
Sweden,Cosmetics,12/29/2010,998409575,M,Europe,Online,01/24/2011,1106712.18,1801193.73,4053
South Africa,Baby Food,02/03/2013,369776630,H,Middle East and Africa,Offline,02/12/2013,392708.8,2185326.8,8420
India,Baby Food,09/21/2012,385351360,H,Asia-Pacific,Offline,10/05/2012,378681.17,2081720.31,8209
Mexico,Meat,06/22/2010,205845958,C,North America,Offline,06/27/2010,794356.2,1197710.76,1866
United States,Clothes,06/01/2014,594718999,L,North America,Offline,07/23/2014,26573.37,84659.79,753
Canada,Snacks,06/03/2012,206090203,C,North America,Online,06/08/2012,444824.52,681409.21,3061
Australia,Baby Food,01/08/2014,578896357,C,Asia-Pacific,Offline,01/11/2014,291888.1,1461554.78,5873
Canada,Meat,05/07/2012,908870287,L,North America,Online,06/23/2012,3881607.9,5789184.96,9066
Japan,Meat,12/11/2013,344352419,H,Asia-Pacific,Offline,12/25/2013,3852665.18,5747829.36,8918
Singapore,Beverages,07/05/2013,317055967,H,Asia-Pacific,Offline,07/19/2013,265768.58,401332.82,8246
Australia,Fruits,01/20/2014,219701391,L,Asia-Pacific,Offline,03/15/2014,19605.92,24805.28,2708
Ireland,Cosmetics,06/19/2014,742064735,L,Europe,Online,08/07/2014,343244.16,563539.2,1344
Egypt,Cereal,06/14/2014,974641190,L,Middle East and Africa,Offline,07/18/2014,721045.17,1378877.88,6411
India,Fruits,06/17/2010,128302963,M,Asia-Pacific,Offline,07/09/2010,60641.04,88873.62,9078
United Arab Emirates,Vegetables,07/14/2012,122305856,M,Middle East and Africa,Online,08/12/2012,319088.98,549083.34,3638
South Africa,Household,02/02/2012,901862642,M,Middle East and Africa,Offline,02/29/2012,2478995.04,6672363.12,9528
Singapore,Cosmetics,02/02/2014,844316831,C,Asia-Pacific,Offline,02/04/2014,1413164.55,2238004.95,5345
Netherlands,Vegetables,01/31/2011,748638406,M,Europe,Online,03/02/2011,791559.33,1408626.09,8871
Netherlands,Vegetables,01/07/2013,568349279,M,Europe,Offline,01/23/2013,702956.4,1176712.8,7640
United States,Baby Food,11/24/2013,871879492,C,North America,Online,11/28/2013,114448.36,634434.32,2522
Singapore,Vegetables,10/31/2014,678097976,H,Asia-Pacific,Offline,11/07/2014,582337.28,1010685.44,6592
Singapore,Clothes,01/20/2016,156877091,C,Asia-Pacific,Online,01/25/2016,195059.28,600986.36,5252
India,Beverages,10/23/2011,292565732,H,Asia-Pacific,Offline,10/31/2011,139144.32,203580.0,4176
United Kingdom,Snacks,09/21/2013,835892241,C,Europe,Online,09/22/2013,261718.38,352520.98,1642
South Africa,Household,11/07/2013,562096486,C,Middle East and Africa,Online,11/09/2013,410352.4,1080005.7,1670
