Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Bahamas,Clothes,03/01/16,505989253,L,Central America and the Caribbean,Offline,28/02/16,150924.7,463851.52,4118
Canada,Snacks,06/12/10,211045552,H,North America,Online,13/12/10,74096.51,102889.2,479
Solomon Islands,Personal Care,04/08/11,630691582,H,Australia and Oceania,Offline,13/08/11,258732.72,344332.8,4392
Canada,Clothes,05/07/15,181940124,M,North America,Offline,20/07/15,235984.18,786155.4,6878
Trinidad and Tobago,Household,22/10/11,709127131,L,Central America and the Caribbean,Online,26/11/11,1189470.92,3230119.2,4994
Kuwait,Beverages,06/06/15,896390906,L,Middle East and North Africa,Online,25/07/15,317164.2,455091.9,9930
Moldova,Clothes,23/10/15,332956649,H,Europe,Offline,05/11/15,90392.72,279848.8,2596
New Zealand,Cereal,03/10/17,198751865,C,Australia and Oceania,Offline,05/10/17,513238.64,894602.84,4484
Andorra,Office Supplies,24/07/15,368535479,L,Europe,Online,05/09/15,4660766.61,5768356.29,8499
Mexico,Snacks,26/02/11,875306396,L,Central America and the Caribbean,Online,15/04/11,1456079.46,2133689.88,9726
Ethiopia,Meat,29/07/13,501537013,M,Sub-Saharan Africa,Online,16/08/13,2670551.25,4001842.5,6375
Lebanon,Meat,26/09/15,792668664,C,Middle East and North Africa,Offline,29/09/15,4061647.2,6120741.45,9715
Afghanistan,Household,07/01/12,177996967,H,Asia,Offline,17/01/12,1838974.9,4700252.6,7135
Jamaica,Fruits,16/05/11,329536397,C,Central America and the Caribbean,Online,17/05/11,37498.95,50690.07,5319
Guinea,Fruits,29/04/14,702324820,C,Sub-Saharan Africa,Offline,02/05/14,66924.48,90328.13,9959
Andorra,Personal Care,26/08/17,153321738,H,Europe,Online,06/09/17,310135.7,420553.56,5306
Canada,Meat,22/09/14,734765132,H,North America,Online,28/09/14,895646.7,1343512.71,2133
Republic of the Congo,Personal Care,15/03/10,405335473,H,Sub-Saharan Africa,Online,30/03/10,566641.52,811162.97,9533
Dominican Republic,Baby Food,26/03/17,545687541,H,Central America and the Caribbean,Online,31/03/17,58522.47,326196.9,1237
Oman,Cosmetics,28/06/14,150544007,L,Middle East and North Africa,Online,30/07/14,2493480.96,4026746.88,9216
South Sudan,Vegetables,10/03/17,340533586,M,Sub-Saharan Africa,Online,28/03/17,590909.66,921074.44,6226
Palau,Baby Food,15/08/13,972181149,C,Australia and Oceania,Offline,19/08/13,174749.12,942099.2,3808
Ukraine,Baby Food,26/06/10,453614288,H,Europe,Online,02/07/10,43919.02,216564.98,886
Jordan,Cosmetics,17/07/16,908564991,C,Middle East and North Africa,Offline,21/07/16,523203.36,935033.28,2064
Bhutan,Snacks,08/11/15,401229255,M,Asia,Offline,30/11/15,1456632.32,2037027.2,9568
Hungary,Clothes,28/04/13,808112095,H,Europe,Online,04/05/13,212082.15,666838.05,5883
United Arab Emirates,Vegetables,19/07/15,978869972,H,Middle East and North Africa,Offline,24/07/15,309756.5,536039.89,3581
Mauritania,Meat,04/05/12,434820002,H,Sub-Saharan Africa,Online,18/05/12,3694165.12,5350541.04,8744
Morocco,Snacks,17/06/11,766233236,C,Middle East and North Africa,Offline,19/06/11,913577.31,1284689.7,6057
China,Household,12/02/13,719809183,C,Asia,Offline,16/02/13,711784.8,1948647.6,2790
Libya,Cereal,28/03/11,130694250,M,Middle East and North Africa,Offline,19/04/11,45161.83,73925.46,371
Chad,Office Supplies,23/12/12,261727042,M,Sub-Saharan Africa,Online,10/01/13,4586533.08,5895773,9116
Namibia,Household,13/12/14,885980740,L,Sub-Saharan Africa,Offline,20/01/15,1480260.04,4176355.6,6158
Mauritania,Cosmetics,25/12/11,565537242,C,Sub-Saharan Africa,Online,30/12/11,1220188.2,2018570.4,4620
Vanuatu,Baby Food,18/06/12,356374256,C,Australia and Oceania,Offline,19/06/12,47840.4,249484,970
Tuvalu,Beverages,15/12/16,888045294,L,Australia and Oceania,Offline,05/02/17,211595.6,306527.68,6728
Canada,Meat,13/04/12,103335978,C,North America,Offline,16/04/12,2074486.26,2940569.94,4818
Federated States of Micronesia,Office Supplies,18/09/17,301159530,M,Australia and Oceania,Online,10/10/17,1488557.25,1800338.13,2889
Greece,Cereal,19/10/14,182653501,H,Europe,Online,29/10/14,49978.53,88570.44,441
Belize,Personal Care,16/07/16,148507919,L,Central America and the Caribbean,Online,15/08/16,476199,660231,8100
United States,Personal Care,22/11/15,207366094,L,North America,Offline,07/01/16,165118.92,238587.18,2841
Netherlands,Meat,14/02/16,988789236,M,Europe,Online,08/03/16,3320724.3,5011308.6,8070
Germany,Vegetables,07/04/11,540576610,L,Europe,Online,15/05/11,800630.08,1262621.44,8608
United States,Snacks,02/08/15,562482630,C,North America,Online,03/08/15,630877.28,891499.84,4103
San Marino,Vegetables,28/03/14,828857585,H,Europe,Offline,12/04/14,177758.88,298637.16,1868
Timor-Leste,Office Supplies,13/08/17,396618097,C,Asia,Online,16/08/17,2869320.24,3568801.32,5526
Russia,Baby Food,11/11/14,472586066,L,Europe,Offline,05/01/15,360902.35,1985076.25,7555
Moldova,Baby Food,26/03/15,813308517,M,Europe,Offline,14/04/15,430601.86,2240933.24,8671
Panama,Meat,22/04/13,736805806,L,Central America and the Caribbean,Offline,22/05/13,3033390.72,4597110.72,7536
Australia,Meat,29/10/14,404154049,L,Australia and Oceania,Offline,09/12/14,44319,66105.6,110
United States,Beverages,16/03/12,134506505,L,North America,Offline,28/04/12,320866.56,450104.48,9688
South Africa,Clothes,23/06/14,286081575,M,Sub-Saharan Africa,Online,11/07/14,163593,483289.2,4380
Maldives,Snacks,30/08/17,314236379,L,Asia,Offline,23/10/17,501057.36,711759.44,3368
Germany,Beverages,14/02/16,203124635,L,Europe,Online,20/03/16,204606.71,306878.77,6259
Dominica,Meat,03/04/15,595299904,L,Central America and the Caribbean,Online,14/05/15,2987930.88,4635385.92,7106
Tuvalu,Baby Food,30/07/11,766675282,M,Australia and Oceania,Offline,23/08/11,194907.25,1027063,4075
Pakistan,Baby Food,09/07/14,594158268,M,Asia,Offline,24/07/14,375726.62,2034577.7,7682
United States,Beverages,15/04/17,707140225,H,North America,Online,21/04/17,178516.67,272475.74,5563
Equatorial Guinea,Fruits,22/07/16,320186275,H,Sub-Saharan Africa,Offline,06/08/16,60045.21,75458.79,8469
Turkmenistan,Office Supplies,04/07/12,106926488,M,Asia,Offline,23/07/12,2673869.01,3346698.92,5029
Canada,Personal Care,03/10/10,204006538,C,North America,Offline,04/10/10,149276.82,204988.41,2607
Mexico,Beverages,03/09/15,534390135,M,Central America and the Caribbean,Offline,02/10/15,197500.38,296835.66,6501
Mali,Clothes,19/05/17,298435923,L,Sub-Saharan Africa,Online,07/07/17,75400.8,234610.86,2118
Guatemala,Cereal,22/05/15,629316212,C,Central America and the Caribbean,Online,25/05/15,576536.94,1041707.88,4842
Montenegro,Cosmetics,28/10/17,130033265,M,Europe,Online,15/11/17,2011039.14,3341540.91,7701
Greece,Beverages,05/07/16,765587285,M,Europe,Offline,29/07/16,21220.5,32452.56,658
Cape Verde,Fruits,21/02/15,640312926,C,Sub-Saharan Africa,Online,24/02/15,1805.25,2290.8,249
Jamaica,Vegetables,16/12/11,593364765,M,Central America and the Caribbean,Offline,04/01/12,541540.4,909095.92,5864
Syria,Cosmetics,07/10/10,807565596,L,Middle East and North Africa,Online,05/12/10,2087142,3498659.25,8025
Saint Vincent and the Grenadines,Vegetables,29/10/17,763008755,L,Central America and the Caribbean,Offline,08/12/17,926647.29,1478814.84,9747
Canada,Beverages,14/10/11,829416737,H,North America,Offline,22/10/11,54329.92,79763.45,1681
The Gambia,Clothes,14/12/11,368954985,C,Sub-Saharan Africa,Offline,18/12/11,260777.7,729549.18,6982
Australia,Vegetables,14/03/14,850251037,H,Australia and Oceania,Online,28/03/14,55161.96,88056.6,582
Senegal,Cereal,31/10/12,896881694,C,Sub-Saharan Africa,Offline,04/11/12,866345.6,1453963.4,7268
Trinidad and Tobago,Office Supplies,12/07/16,105622421,C,Central America and the Caribbean,Offline,13/07/16,853754.4,1125266.4,1676
Turkey,Personal Care,30/01/12,712430196,H,Europe,Online,14/02/12,495857.45,739190.85,8753
Canada,Office Supplies,08/12/16,571241735,L,North America,Online,04/02/17,5029098.03,6207375.05,9253
Benin,Household,05/06/11,155275164,H,Sub-Saharan Africa,Offline,18/06/11,1198883.7,3331545.48,4986
Taiwan,Baby Food,26/10/12,409311735,C,Asia,Online,30/10/12,270720.2,1578763.88,5963
Tuvalu,Personal Care,24/06/14,725747220,C,Australia and Oceania,Online,29/06/14,58524.04,87308.04,1028
Rwanda,Snacks,16/10/13,163771640,H,Sub-Saharan Africa,Offline,27/10/13,647395.74,968316.12,4374
Mexico,Office Supplies,23/08/12,754984346,L,Central America and the Caribbean,Offline,07/10/12,700066.94,848048.78,1294
Kuwait,Fruits,16/09/16,239011533,H,Middle East and North Africa,Online,30/09/16,10209.8,13220.2,1420
Bulgaria,Beverages,11/09/15,344550216,H,Europe,Online,19/09/15,184305.66,271583.76,5838
Australia,Baby Food,25/08/17,505045274,C,Australia and Oceania,Online,26/08/17,433530.24,2309964.8,9152
Syria,Household,19/04/11,494824181,M,Middle East and North Africa,Offline,18/05/11,529393.2,1424157.16,2033
Russia,Fruits,02/09/12,902595907,M,Europe,Offline,24/09/12,11216.86,14591.56,1607
United States,Baby Food,10/11/10,437290100,C,North America,Offline,11/11/10,102620.16,543412.48,2176
Luxembourg,Snacks,16/06/11,182467492,C,Europe,Online,21/06/11,1007504.42,1356882.02,6617
Kiribati,Office Supplies,28/11/17,493991984,C,Australia and Oceania,Online,01/12/17,1936098,2367677.24,3709
Canada,Snacks,30/07/13,541129488,C,North America,Online,04/08/13,1223315.92,1751744.32,8348
Tunisia,Cosmetics,16/07/11,231799713,H,Middle East and North Africa,Offline,29/07/11,1001002.63,1704019.04,3877
Norway,Baby Food,16/04/17,390230887,C,Europe,Online,20/04/17,89049.78,520087.77,1971
Latvia,Household,02/09/10,513029019,L,Europe,Offline,10/10/10,1599608.7,4425138.9,6390
Cape Verde,Clothes,26/01/12,681483989,C,Sub-Saharan Africa,Online,30/01/12,302133.76,945491.6,8824
Canada,Baby Food,17/08/16,566085564,L,North America,Online,22/09/16,25591.6,144496.64,548
Canada,Vegetables,16/03/16,597682057,H,North America,Offline,27/03/16,452959.71,773335.29,4809
Guinea,Vegetables,11/04/14,958552071,L,Sub-Saharan Africa,Offline,25/05/14,350582.74,586799.77,4003
Qatar,Beverages,14/10/13,388565269,C,Middle East and North Africa,Online,19/10/13,199050.8,304484.7,6565
Qatar,Snacks,11/06/13,576535947,H,Middle East and North Africa,Offline,25/06/13,845167.89,1181766.68,5359
Cameroon,Meat,01/06/10,538742603,H,Sub-Saharan Africa,Online,11/06/10,3407485.9,4995946.36,7967
Papua New Guinea,Beverages,20/09/10,378679814,L,Australia and Oceania,Online,03/11/10,94455.9,148626.45,3045
Canada,Cereal,25/08/11,297842828,C,North America,Offline,30/08/11,103949.76,190498.56,912
Algeria,Meat,16/03/16,378157917,L,Middle East and North Africa,Offline,07/05/16,1546482.24,2441989.62,3834
Austria,Snacks,25/09/16,221528853,L,Europe,Offline,01/11/16,854647.98,1243092.54,5829
Laos,Clothes,25/05/16,403959566,C,Asia,Online,28/05/16,237184.5,750139.2,6915
Belize,Fruits,30/07/14,767777623,L,Central America and the Caribbean,Online,26/09/14,43049.1,60955.03,6239
Federated States of Micronesia,Fruits,07/09/11,436194754,H,Australia and Oceania,Online,21/09/11,3444.7,4693.08,518
Afghanistan,Clothes,15/05/17,183012525,M,Asia,Offline,03/06/17,233295.54,703502.13,6343
Saint Vincent and the Grenadines,Office Supplies,02/12/15,440311040,M,Central America and the Caribbean,Offline,18/12/15,4180162.16,5114530.14,7838
Russia,Personal Care,08/09/13,223927974,L,Europe,Offline,15/10/13,332494.2,483726.6,6030
Egypt,Meat,23/11/10,801507664,M,Middle East and North Africa,Online,19/12/10,3918210.66,6027730.8,9282
Liberia,Clothes,30/07/12,823814870,M,Sub-Saharan Africa,Online,18/08/12,311156.44,1013285,8908
Sri Lanka,Personal Care,31/10/13,259341757,L,Asia,Online,10/12/13,110337.6,164754.56,2032
Azerbaijan,Snacks,03/02/15,695474430,C,Asia,Offline,04/02/15,415709.28,589254.24,2832
Tunisia,Vegetables,20/05/10,242139534,H,Middle East and North Africa,Offline,31/05/10,45588.72,79512.12,492
Uzbekistan,Household,06/07/14,461645150,L,Asia,Offline,27/08/14,2250379.28,6036739.04,9224
Canada,Personal Care,30/10/10,895317860,H,North America,Offline,09/11/10,439786,617191.2,7454
Canada,Cosmetics,22/01/12,497149083,M,North America,Offline,08/02/12,710107.5,1144706.26,2594
Morocco,Household,25/12/11,349391082,L,Middle East and North Africa,Online,09/02/12,2384296.2,6683174.85,9735
Czech Republic,Fruits,14/03/13,253756136,H,Europe,Online,24/03/13,43401.68,57719.76,6392
Palau,Vegetables,28/10/15,472959512,C,Australia and Oceania,Online,31/10/15,898780.74,1439877.6,9523
Portugal,Beverages,17/06/15,378559780,L,Europe,Online,31/07/15,124287.28,174837.8,3764
Mongolia,Clothes,29/01/11,129366972,L,Asia,Offline,06/03/11,338859.3,1024992.22,9146
Brunei,Office Supplies,24/06/15,713283921,C,Asia,Offline,25/06/15,3134724.52,4184596.92,6154
Seychelles,Meat,23/04/13,382454804,C,Sub-Saharan Africa,Online,24/04/13,866350.1,1278916.45,2065
Palau,Cereal,19/12/13,179833058,L,Australia and Oceania,Offline,12/02/14,167358.15,278986.05,1395
Portugal,Office Supplies,01/02/15,838667347,L,Europe,Online,23/03/15,4539982.98,5300741.94,8502
Bulgaria,Household,19/02/12,364047863,H,Europe,Online,03/03/12,178741.1,462240.74,683
Saint Vincent and the Grenadines,Household,22/12/12,633355916,C,Central America and the Caribbean,Offline,26/12/12,645404.86,1670836.16,2581
Monaco,Clothes,14/01/10,862346505,H,Europe,Offline,25/01/10,43043.62,132821,1202
Costa Rica,Household,28/01/17,805384990,L,Central America and the Caribbean,Online,17/03/17,1001635.5,2632182.9,3945
Panama,Clothes,01/07/15,417201826,L,Central America and the Caribbean,Online,25/08/15,236139.75,716118.75,6525
Fiji,Beverages,06/01/15,599006405,L,Australia and Oceania,Online,15/02/15,134183.43,189501.39,4153
Montenegro,Beverages,26/11/17,745381960,L,Europe,Online,30/12/17,263781.75,394669.5,8025
Central African Republic,Clothes,02/01/13,165287000,H,Sub-Saharan Africa,Online,15/01/13,134957.76,407228.88,3624
Cambodia,Cosmetics,23/05/14,158662128,L,Asia,Online,17/07/14,1918382.4,3132271.6,7340
Czech Republic,Vegetables,19/02/17,278815751,C,Europe,Online,20/02/17,466179.3,771914.58,5154
South Korea,Snacks,14/06/11,961584268,H,Asia,Online,28/06/11,1298970.75,1948232.55,8943
Democratic Republic of the Congo,Vegetables,14/03/16,313073127,L,Sub-Saharan Africa,Online,15/04/16,82536.6,137657.64,906
Saint Lucia,Household,24/10/11,367043613,C,Central America and the Caribbean,Online,27/10/11,1373236.68,3715781.11,5531
Australia,Baby Food,10/06/15,778127557,H,Australia and Oceania,Online,15/06/15,123987.82,649400.23,2671
United States,Baby Food,28/03/14,389908854,L,North America,Offline,17/05/14,304590.5,1742364.3,6665
United States,Beverages,24/03/10,890138040,H,North America,Online,29/03/10,288277,411055,8975
Kazakhstan,Clothes,08/10/14,207029747,L,Asia,Online,23/11/14,16967.79,52564.89,483
Bosnia and Herzegovina,Personal Care,07/04/13,399099265,M,Europe,Online,05/05/13,89482.4,131479.04,1624
Sierra Leone,Vegetables,12/03/10,867273075,C,Sub-Saharan Africa,Online,16/03/10,622416.96,1035462.39,6549
Solomon Islands,Clothes,08/08/12,433514756,H,Australia and Oceania,Online,20/08/12,220245.84,646756.59,6159
Norway,Snacks,16/04/16,368402236,H,Europe,Offline,23/04/16,553841.3,745540.78,3502
Federated States of Micronesia,Household,30/08/10,995847952,M,Australia and Oceania,Offline,29/09/10,1049806.96,2894073.86,4229
Costa Rica,Fruits,03/01/13,436098559,M,Central America and the Caribbean,Offline,24/01/13,66315.68,87272.18,9314
Egypt,Fruits,09/10/15,236668521,M,Middle East and North Africa,Online,26/10/15,12510.27,16279.74,1821
United States,Cereal,19/03/12,283311445,H,North America,Offline,31/03/12,219175.02,400522.68,1962
Algeria,Meat,24/06/14,873032900,C,Middle East and North Africa,Online,25/06/14,2012975.36,3246776.06,4961
Qatar,Office Supplies,28/04/16,319539231,L,Middle East and North Africa,Online,17/06/16,1426302.52,1839364.96,2818
Canada,Office Supplies,11/03/15,245319411,L,North America,Online,16/04/15,3015516.42,3666514.95,5509
Dominica,Vegetables,25/07/13,106015564,M,Central America and the Caribbean,Offline,22/08/13,266409,447476.04,3036
Liechtenstein,Clothes,12/01/16,738290623,C,Europe,Offline,16/01/16,189935.97,611119.95,5523
Grenada,Fruits,19/01/17,557591883,C,Central America and the Caribbean,Online,20/01/17,22010.56,31355.28,3256
Nepal,Fruits,17/04/16,332402258,M,Asia,Online,08/05/16,9555.62,12266.24,1369
Romania,Cosmetics,10/11/15,735837671,H,Europe,Offline,24/11/15,1649973.64,2862499.66,6374
Philippines,Vegetables,20/11/11,962594605,M,Asia,Offline,05/12/11,371791.24,575968.48,3898
Turkmenistan,Cereal,02/01/10,649439339,C,Asia,Online,05/01/10,167284.5,269977.26,1374
Canada,Household,24/05/13,513959531,M,North America,Online,11/06/13,1018926.24,2669323.08,4044
Tunisia,Fruits,14/12/15,995076485,L,Middle East and North Africa,Online,15/01/16,26092.96,35139,3604
Andorra,Cereal,01/07/15,473855956,M,Europe,Online,24/07/15,243825.3,423045.9,2070
Belize,Fruits,04/10/14,305067526,M,Central America and the Caribbean,Online,25/10/14,66565.78,90114.12,9271
Angola,Cereal,16/12/14,452672163,H,Sub-Saharan Africa,Offline,26/12/14,989841.72,1808723.46,8718
New Zealand,Cosmetics,18/05/10,846786447,H,Australia and Oceania,Online,02/06/10,1229544.24,1992381,4604
Qatar,Cosmetics,13/04/15,795299896,H,Middle East and North Africa,Offline,27/04/15,1985126.22,3290357.84,7546
United States,Baby Food,15/11/16,241356185,L,North America,Offline,12/01/17,126353.87,644501.27,2609
Samoa,Beverages,24/02/17,308501740,H,Australia and Oceania,Online,01/03/17,160116.48,250119.68,5248
Iran,Fruits,31/07/16,532903803,L,Middle East and North Africa,Offline,22/09/16,42273,59414,6100
Chad,Snacks,01/03/12,576095915,H,Sub-Saharan Africa,Offline,14/03/12,392672.12,513867.84,2516
Kiribati,Personal Care,10/12/11,466631819,C,Australia and Oceania,Online,11/12/11,287917.22,418490.98,5198
Guinea,Vegetables,28/12/10,440914414,H,Sub-Saharan Africa,Online,03/01/11,139367.32,233793.27,1583
Bangladesh,Cereal,26/02/17,364926597,H,Asia,Offline,08/03/17,857508.82,1607189.02,7642
Kosovo,Snacks,25/06/13,250781347,C,Europe,Offline,26/06/13,983216.08,1302262.5,6314
Cambodia,Household,22/01/13,572015104,C,Asia,Offline,24/01/13,787612.45,1957222.19,3001
Lithuania,Meat,29/11/13,993063763,L,Europe,Online,22/01/14,3638986.13,5476380.68,8669
Costa Rica,Personal Care,13/01/16,954989911,M,Central America and the Caribbean,Offline,03/02/16,402206.4,607418.16,7208
San Marino,Fruits,04/10/15,133767082,L,Europe,Offline,27/11/15,23976,33033.6,3552
Tuvalu,Snacks,27/07/11,806849407,C,Australia and Oceania,Online,31/07/11,1455934.32,2083361.58,9714
Brunei,Fruits,02/02/10,207597190,H,Asia,Online,09/02/10,48327.6,64296.72,7004
Jamaica,Cosmetics,18/02/16,737346037,C,Central America and the Caribbean,Online,20/02/16,119344.32,201688.8,456
Maldives,Vegetables,24/09/12,530734870,M,Asia,Online,17/10/12,570755.9,955651.06,6214
Bulgaria,Clothes,11/10/14,649975232,H,Europe,Online,20/10/14,339224.28,995586.93,9561
Panama,Personal Care,17/06/11,922296311,C,Central America and the Caribbean,Offline,20/06/11,58212.54,78646.77,981
Jamaica,Meat,02/03/15,430204342,M,Central America and the Caribbean,Offline,17/03/15,1029673,1517399.6,2516
Federated States of Micronesia,Clothes,05/01/11,501856265,C,Australia and Oceania,Online,07/01/11,95812.5,296782.5,2625
Solomon Islands,Cereal,13/04/15,817728605,L,Australia and Oceania,Offline,30/05/15,783048.64,1404229.64,6556
Uganda,Vegetables,07/05/14,930282074,C,Sub-Saharan Africa,Offline,09/05/14,495995.8,788799.15,5315
United Kingdom,Snacks,28/12/15,729673300,M,Europe,Online,14/01/16,881329.2,1262024.09,5783
Fiji,Personal Care,20/02/14,743354090,C,Australia and Oceania,Offline,23/02/14,321262.24,440176.88,5668
Canada,Beverages,10/08/15,464628392,C,North America,Offline,12/08/15,25436.88,38843.36,824
Burundi,Cereal,13/03/13,380267549,M,Sub-Saharan Africa,Offline,06/04/13,767032.92,1321516.1,6437
Mali,Cereal,20/03/15,534300167,M,Sub-Saharan Africa,Offline,06/04/15,688661.17,1140167.5,5773
United States,Cereal,11/06/16,802030905,L,North America,Offline,27/07/16,762382.39,1250399.15,6391
Jordan,Household,07/10/14,583473665,H,Middle East and North Africa,Online,16/10/14,505846.95,1376271.52,1999
Tajikistan,Meat,03/04/11,511749730,L,Asia,Online,28/05/11,1339775.1,1895355.9,3030
United States,Cereal,08/12/17,881285439,H,North America,Online,22/12/17,491076.68,917293.36,4324
Canada,Household,27/02/13,153766019,H,North America,Online,04/03/13,542949.06,1391790.51,2091
Tajikistan,Cosmetics,27/07/17,483202737,M,Asia,Online,20/08/17,128263.1,205227.75,485
Cameroon,Meat,17/02/17,670445247,L,Sub-Saharan Africa,Online,20/03/17,3998734.11,6291416.61,9861
Jordan,Clothes,01/01/16,562890681,C,Middle East and North Africa,Offline,02/01/16,79347.25,239730.45,2165
Poland,Meat,16/06/10,877185285,C,Europe,Online,17/06/10,2270034,3278284,5450
Libya,Household,21/02/17,901834996,H,Middle East and North Africa,Online,02/03/17,1741175.12,4544287.3,7022
Bosnia and Herzegovina,Vegetables,22/04/11,651945791,H,Europe,Online,30/04/11,839048.28,1427686.59,9453
Vietnam,Vegetables,06/06/16,901945329,H,Asia,Online,18/06/16,338212.5,554951.25,3625
Saudi Arabia,Cosmetics,13/01/12,120099316,H,Middle East and North Africa,Online,28/01/12,1226997.12,2065211.52,4768
Canada,Snacks,29/12/12,204311551,C,North America,Online,02/01/13,1556754.15,2141441.7,9915
Guatemala,Baby Food,19/09/10,594612888,L,Central America and the Caribbean,Offline,07/11/10,233671.95,1242607.05,4815
Bhutan,Snacks,03/05/15,471907995,L,Asia,Online,01/07/15,1340513.04,1936881.56,9236
Canada,Cereal,12/05/12,713442972,M,North America,Online,01/06/12,741482.5,1272559.2,6490
Vanuatu,Meat,30/04/12,438591692,L,Australia and Oceania,Offline,22/06/12,3654063.12,5358362.32,8776
Central African Republic,Meat,03/01/17,546024829,H,Sub-Saharan Africa,Offline,17/01/17,1209205.03,1776735.6,2831
United States,Cosmetics,18/03/14,204131289,M,North America,Offline,06/04/14,1676745,2850687,6300
Mozambique,Clothes,02/01/12,333810072,H,Sub-Saharan Africa,Online,09/01/12,240289.42,718199.86,6671
Liberia,Cosmetics,25/01/17,341698434,L,Sub-Saharan Africa,Online,27/02/17,1397547.34,2327317.72,5306
Canada,Meat,15/01/15,991062156,M,North America,Online,04/02/15,1257186.7,1783665.8,3010
Greece,Snacks,20/04/14,783347422,C,Europe,Offline,25/04/14,1110749,1467840,6950
Papua New Guinea,Clothes,21/09/16,368371844,C,Australia and Oceania,Offline,26/09/16,254479.68,729793.89,6797
Saint Vincent and the Grenadines,Snacks,25/02/14,692767076,M,Central America and the Caribbean,Offline,12/03/14,1576695.36,2153513.28,9952
China,Cereal,07/09/12,446522472,M,Asia,Online,27/09/12,957794.28,1679803.32,7836
Panama,Beverages,23/06/16,359720591,H,Central America and the Caribbean,Offline,05/07/16,236160.54,365446.62,7623
United States,Meat,15/10/11,903812343,H,North America,Online,23/10/11,3308626.72,4578112.56,7672
Vanuatu,Snacks,28/04/14,676965985,M,Australia and Oceania,Online,15/05/14,1106229.48,1534134.24,6933
Tonga,Personal Care,24/05/15,878624463,H,Australia and Oceania,Online,29/05/15,286297.56,413524.59,4899
United States,Fruits,22/10/14,986082452,M,North America,Online,09/11/14,12003.96,16370.67,1797
Myanmar,Vegetables,19/08/14,325577036,C,Asia,Online,22/08/14,229623.25,384629.25,2425
Macedonia,Fruits,14/12/17,840016544,H,Europe,Online,26/12/17,29173.9,37720.62,4109
Zambia,Meat,31/08/16,337320065,L,Sub-Saharan Africa,Online,01/10/16,974453.76,1461201.84,2394
Estonia,Fruits,11/10/11,416624578,L,Europe,Online,28/11/11,35134.8,47202.84,5092
Honduras,Cereal,19/11/12,425297142,L,Central America and the Caribbean,Online,08/01/13,427797.72,765918.18,3834
Saint Vincent and the Grenadines,Baby Food,15/09/15,282976474,L,Central America and the Caribbean,Online,07/11/15,402649,2212856.1,8567
Bosnia and Herzegovina,Cereal,29/03/14,617599918,L,Europe,Online,25/05/14,956742.5,1717306.5,8050
Antigua and Barbuda,Household,03/11/13,753523546,H,Central America and the Caribbean,Offline,11/11/13,1256097.7,3332146.63,5167
United States,Snacks,06/08/15,901286903,C,North America,Online,10/08/15,1498079.52,2091069.33,9429
United States,Vegetables,13/06/17,644834323,C,North America,Online,14/06/17,610306.24,1067240.56,6628
Kiribati,Office Supplies,04/01/15,893963123,H,Australia and Oceania,Offline,18/01/15,4435163.91,5506405.11,8667
Bahamas,Clothes,28/12/11,304026156,C,Central America and the Caribbean,Online,29/12/11,160477.62,466823.74,4454
Lebanon,Cereal,30/04/12,598507504,L,Middle East and North Africa,Offline,06/06/12,483778.56,849387.52,4096
Tuvalu,Baby Food,15/03/12,207240942,L,Australia and Oceania,Offline,29/04/12,94670.19,511122.69,2007
South Korea,Personal Care,20/05/16,873074192,M,Asia,Online,04/06/16,541880.1,818935.2,9630
Burundi,Clothes,28/10/12,452873867,M,Sub-Saharan Africa,Offline,25/11/12,348519.04,1101785.92,9952
Georgia,Office Supplies,18/12/12,702652974,L,Asia,Online,13/02/13,4513387.82,5613999.02,8819
Nepal,Snacks,17/01/12,605202323,M,Asia,Offline,16/02/12,30862.92,45983.32,206
Madagascar,Cereal,19/07/17,784921630,H,Sub-Saharan Africa,Online,28/07/17,201326.41,337269.97,1649
Yemen,Cereal,07/08/12,669512145,C,Middle East and North Africa,Offline,09/08/12,601228.29,1036866,5133
Djibouti,Snacks,27/05/16,525459446,L,Sub-Saharan Africa,Offline,17/07/16,394510.48,543613.28,2632
United States,Cereal,17/10/15,389247995,C,North America,Online,21/10/15,1187067.48,2083205.4,9852
El Salvador,Meat,17/08/11,438600887,L,Central America and the Caribbean,Online,25/09/11,2401882.15,3585593.36,5567
South Sudan,Household,24/01/10,964760270,M,Sub-Saharan Africa,Online,20/02/10,263763.14,662440.94,1006
Barbados,Cosmetics,04/05/12,445579291,H,Central America and the Caribbean,Offline,19/05/12,1107293.49,1853159.31,4293
Senegal,Fruits,04/12/16,361067244,C,Sub-Saharan Africa,Offline,09/12/16,52412.7,65497.6,7310
Cuba,Vegetables,08/07/10,729335505,M,Central America and the Caribbean,Online,04/08/10,716284.14,1305243.24,8079
Comoros,Beverages,04/02/13,606635278,H,Sub-Saharan Africa,Online,17/02/13,194373.27,285683.79,6153
Grenada,Fruits,09/09/11,363310130,M,Central America and the Caribbean,Offline,03/10/11,63778.55,85069.75,9505
Estonia,Office Supplies,25/09/17,943854460,L,Europe,Online,25/10/17,1294715.24,1496015.08,2401
Bahrain,Fruits,25/01/12,313658711,M,Middle East and North Africa,Offline,19/02/12,52312.29,71511.6,7773
Qatar,Cosmetics,04/05/11,956950131,H,Middle East and North Africa,Offline,19/05/11,1785498.6,3077461.4,6830
